Question,Answer
Q: A resor -- a sort of a sanitortum?,A: A resort for the -- right.
Q: Yeah.,"A: But anyway, he -- I think he was old bachelor, you know, old widower. Anyway,he was alone. He was Pole of Jewish faith. The rule was set for Poles to take only The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.111Interview with Maria Pawulska RasiejMay 8, 2013the Polish Christians because according to Russian -- I don't know whether it'sConstitution or whatever, they -- the Jews are not Polish citizen, they are nowRussian citizens, and they cannot leave. So we somehow hid him on transport, weknew Pole -- Polish, and we -- in that train. And it was at this time, this waspassenger train. So we could sit on the steps of the entrance of the -- into the wagon,and sometimes if, at the station, the NK VD was coming, or some soldiers werecoming, we would tell very -- this is another family, m-mother and father who mymother knew for man-many years previously, from Krakow. They haven't seeneach other, but somehow found themselves at the station in Jambul --"
Q: In Ugovoy(ph).,"A: Right, uga -- Ugovoy(ph). And we also told her. So with that girl, very nice,brown curly hair, beautif -- beautiful girl, we were sitting at tho -- and we'd saysometimes, my mother has the papers, my mother is there, or something like that.So they knew, they would hide these people, and so we transported these people,smuggled them out."
Q: How many did you smuggle out? The doctor --,"A: The doctor and the -- the father, mother and Aldonna(ph) was the name of the --Aldonna(ph) is a famous Lithuanian name. So she was with us, we later on met inTeheran, but that's much later.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.112Interview with Maria Pawulska RasiejMay 8, 2013"
Q: And were they all Jewish?,A: Hm?
Q: These were all Jewish people?,A: They were Jewish. But they were assimilated Polish Jews.
"Q: Right, right, okay.",A: You -- you don't -- you didn't --
"Q: You didn't distinguish, yeah.","A: -- ask even, something, you know, in --"
Q: Yeah.,"A: But anyway, they were supposed to be on -- forbidden to leave Soviet Union,and couldn't get on the list. So since Capitan Koppage(ph) was there, they had uswrote the list, he put them on. And -- but it was still not quite proper, so to makesure that --"
Q: Right.,"A: -- the Russians would not demand the -- the papers or some -- some kind ofchecking up. But anyway, we are going from Ugovoy(ph) through Jambul, backgoing south. Since there -- you have to think about that Ugovoy(ph), the trains weresent few days before. And some people had little children whom they left in --"
Q: In Jambul?,"A: -- in Jambul, to come to the station of Jambul, and get on the train, because theywill keep the tr -- place for them on the train, going together."
Q: Right.,"A: Some had the old parents, who couldn't make it 180 kilometers."
Q: Right.,"A: So, they also waited. We are slowly arriving in Jambul. Train stops, so slowsdown. We come, and are faced with the closed gates, and closed bars, from thepeople who are trying to get on the -- on the station. And they closed our -- all ourdoors, so nobody can get out from our train. And they tell us, these people cannotgo. And you can imagine I k -- I will never forget to my dying day, the hands, the --the crying, the screams of the people, through the iron post stretching the arms tothe parents who are on the train going away. Or the children of the people who aresupposed to get on the train, and i-it's a -- it's a horror story in that sense. For twohours we stayed, they would not let open one -- for one person, our door or therailings for the --"
Q: There.,"A: -- people. And I -- and train starts, and you can hear one big cry of all thesevoices. I still have my hair stand at the back of my neck, because you -- I -- I willnever forget that scene. The train goes and goes and the people cry and slowly train The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.114Interview with Maria Pawulska RasiejMay 8, 2013goes faster and faster and the crying is -- continues on the train, but we already don'thear that crying on this train. And this was one of the most horrific scenes that Iremember from all that kind of travel. So after several days, because they're quite adistance from Jambul to -- from Ugovoy(ph) and Jambul to Krasnovodsk, wecame to Krasnovodsk, they let us on the beaches, and we had to walk to the port,which was actually at -- also trade ports, when they have the oil barrack -- barracksall -- ship, on which we had to -- they didn't have hume -- cells or rooms or anything,they had -- we had to be on top. We got -- there were still some people who came,knowing that Krasnovodsk is the place from which Poles will be traveling. Somepeople traveled by hook or by crook all the way to Krasnovodsk, but they still didnot let some of these people --"
Q: Join.,"A: -- because this were different people, this is a two, three days travel."
Q: That's right.,A: Tam -- they s -- the others stayed.
Q: Yeah.,"A: And they couldn't find our name on the list, and somebody, some man picked upmy -- I had the small bundle, which contained a pot. You had to have always pot,because the kipiatok is always given on the station, and that's the only way you can The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.115Interview with Maria Pawulska RasiejMay 8, 2013make tea, or soup or whatever. So this was -- and my Krakowian(ph) kind of adress, which I, when I wore it, when seven years old, but you couldn't sell that tothe Soviet or Cossacks. So anyway, I still had it with me. And I didn't have muchclothing, I think I had one dress, and in that was a -- whether I had dress on, or I hadthe blouse, and a skirt, this was my own things, and probably toothpaste, orwhatever, I don't know whether there was even toothpaste. These things I -- kind ofvanished from my memory. And the -- finally they found our name. This man says,well, I'll go up -- because these people were very busy -- and he took advantage ofthem being busy -- took my small thing, and said, I'll find a place for you, keep itfor your mother and your brother. And he really did that, after they found ourplaces, and we come, and we see him sleeping on the row of big ropes that go for --on the -- on the big boats, like they have ropes. Unfortunately, we are not leaving forsome time. We were supposed to leave in the evening, and this is now night, and theNKVD is full, walking around the people, taking all the documents, and all the --trying to -- most of -- but it was, you know, people were so, like pressed likesardines. Anyway, at one point, they come to this man who took my things. Ithappened to be one of those free going to paradise persons, who were communist,who wanted -- and after two years he learned what's the paradise, and he wanted toget out of Russia. But he didn't exist on any lists of Polish officers or anything. So The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.116Interview with Maria Pawulska RasiejMay 8, 2013they took him, they took 13 people who were trying to get out of Russia withoutdocument, proper documents. [phone ringing] And anyway, we got on the train.Took us two day, and th-the -- over to Paklevy(ph). [interruption]"
"Q: Okay. Okay, so you just left Russia and then ta --",A: We were on that boat.
Q: Yeah.,"A: And we reached Paklevy(ph), which is a port in -- on the Iranian, or Persian side,and they set us in a camp on the beach, with the -- you know, they gave us theblanket, and there were sticks, four sticks, and covered the blanket as a roof, andthey put -- they gave us some -- another blanket or so, to lie down on it and waituntil we have to g -- to be de-liced, and disinfected to go to the next place. Theytook all, or whatever clothing we had on, they burned that, or cleaned them. It alldepends -- I -- I don't know how -- how you -- they looked, or whatever. And thenyou go to another -- that took a couple of weeks. By then my mother was very sickwith dysentery. Because, what happened was that dieticians did not work on those --at the camps. For the hungry people who have not seen any good food for two,three, four years, you don't give the lamb soup, with the hot fat on top to the peoplewho are completely devoid of any --"
"Q: Nutrients, yeah.","A: -- kind of nutrition, so they don't have how to digest it. So very often, many ofthem came down with dysentery, but on -- my mother didn't tell me that she alwayswhen -- what relieved her, she would go to the sea, to the water, and she would sitthere, because that relieved her pain. But then they put us on the next -- next camp.Then, I don't remember how many weeks it took yet to be there. We met mybrother, who was still in another camp, but he was then [indecipherable] or youngcadet -- what later on they called young cadets, because Anders was organizing theschool for the young boys, to take as many as possible because there were manyorphans coming. So anyway, we met with him. He was -- he went to Teheranearlier. We joined in Teheran, but not in the same camp, he was in the army, andwe were in civilian camps in Teheran. And that's the --"
Q: This is a --,"A: -- end -- this is the beginning of September, 1942."
"Q: No, it couldn't be ""42, was it?",A: Forty-two.
Q: Was it 42?,"A: Right, ""41, the war started; 41 earlier."
"Q: That's right, okay, and so then it takes a while, ""42, --","A: Forty-two.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.118Interview with Maria Pawulska RasiejMay 8, 2013"
"Q: -- so you're still in the middle of the war, okay.",A: Middle of the war --
Q: Yeah.,A: -- we cannot go anywhere.
"Q: Right, okay.","A: And anyway, the -- then there are camps, three camps. My mother was takenfrom the truck, because she had very high temperature, and what had proven, shehad typhoid, both -- both typhoids; the skin typhoid and stomach typhoid anddysentery. Then later developed -- she was really --"
Q: Sick.,"A: --si---very sick, they took her to the hospital. And I had -- that was quite a walk. Iwaited on the bus that was taking some people to visit people in the hospital. It was--had to go through almost the side of Teheran itself. We were -- the camps wereoutside of Teheran. In the --"
"Q: Let's -- you know, since we have only 20 minutes of tape --",A: Mm-hm.
"Q: -- let's go to the main events that happened after that. In September ""42, you","A: In total until ""44.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.119Interview with Maria Pawulska RasiejMay 8, 2013"
Q: So you were there --,A: Spring deg44.
Q: You spent two years there.,"A: Yes, much of it was in the hospital, because after my mother got better --"
Q: Yes.,"A: --I start --I got couple of the -- couple of pneumonias, and with pleurisy and wasvery sick for a little while. But somehow I survived, but it meant that I spent a lot oftime in the hospital, but I started also they -- they were organizing the schools,which was sitting on the bricks in some hangar with the ho -- old airport, nearTeheran was unused, so there were hangars, and we were sitting there, and theteacher was giving us lessons. There were no books, of course, but we were writing.There was some probably note papers, and we were learning. Then, in the -- in-- wewere moved to another camp. We were -- at first we were so-called second camp,but in the first camp they had much more modern buildings, or some kind ofcivilization type of thing, and the school started, there were classes, and --"
Q: And this was all under the British jurisdiction.,A: Yes. The Poles were running it.
"Q: Right, right.","A: It was the -- the British organized it, but the -- we were in that second camp, andone -- once when I was in the hospital -- out of the hospital -- going out of thehospital, the doctors sent me to the third camp, which was in the mountains. So,because of my pneumonia, I think that they did not realize what I -- la -- only in am-- in America la -- years later, that I had developed TB, but it was not quiteprogressive, or becoming more, so they didn't recognize it. Anyway, so many sickpeople ho -- you know, small things like this did not really come to notice. And so Iwas, for a few months le -- summer months, when there was a scouting jubil --jamboree at that camp, with the beautiful trees, and somehow a lot of young peoplefrom all different camps, and -- and afterwards I came back to -- to the camp, andthen we were taken to Akwaz(ph), which is going south. Akwaz(ph) is the --"
Q: Still in Iran?,"A: Still in Iran. The hottest place on earth, so they say. Anyway, it's in the desert,but the buildings are, you know, the regular buildings, cement, or whatever. Andthey put us in big, like war -- not warehouses, you couldn't call it some -- somemaybe -- old shops that they didn't have anything to sell, but the --"
Q: Right.,"A: -- open places. And there we were for about, oh, that would happen that wecame, I think, to the end -- end of ""43, into the spring -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.121Interview with Maria Pawulska RasiejMay 8, 2013"
Q: Of deg44.,A: In deg43.
Q: Uh-huh.,"A: In April, they started closing the camps. The -- because the Russians were afraidof so many Poles living clo -- so close by to Russia, urged --"
Q: The British.,"A: -- the British to take the Polish refugees out of there, and the pole -- theyorganized the camps all over their commonwealth. Some of them were in India,some of them were in Africa -- many were in Africa."
Q: What about you? What happened with you?,"A: When -- we were supposed to go to India. My -- my brother first came back tous, but shortly afterward decided to go to the high school, which would be cadetschool in Palestine. So he was supposed to go there, he still stayed in-- in Teheran,but we were put on the boat in Basra, which is no name now."
Q: Yeah.,"A: And were to go to India. Unfortunately, the Japanese submarines were lookingout for the British navy, who was the whole group of boats were going, the navy b --navy ships were going, and we were among them, the only passenger and refugee,about thousand people or so. And they were attacking in submarines, so we hid in The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.122Interview with Maria Pawulska RasiejMay 8, 2013Aden, just close to the Mapiss(ph), you know, the Arabian peninsula, and then onthe other side is the port Adem -- Aden, who is the -- was a British kind of a centerof defense or whatever. So we stayed off the port, but in -- away from theseJapanese things. And after a few days we let out, still intent to go to India, toKarachi, where they had camps, Karachi and -- in in -- India at that time --"
Q: Was part of Pakista -- Pakistan was part of India.,A: Later on.
Q: Yeah.,A: But still it was India.
Q: Okay.,"A: And they had some -- already some camps, people in the camps, but we still ha --met with the Japanese submarines, so they started -- told -- the order was to go downeastern side of Africa, to go to Mombasa."
Q: Okay.,"A: And in Mombasa they said, now, all our camps are full."
Q: Okay.,A: You have to go to another one.
Q: Oh my.,"A: They send the boat to Zanzibar, which is a lan -- island near Mombasa.Zanzibar didn't have any facilities to keep refugees. So they told us, you have togo to Beira. Beira is a capital of Mozambique. Mozambique was the colony,Portuguese colony. And Mozambique is just across from Madagascar. You had toget into that narrow passage to go to Beira. Just before we got close, there was ahuge storm that took our ship. By then we were alone, the other ships went theirway. And our ship was thrown more into the middle of ocean, above other side ofMadagascar. By the time we turned, it was no use going back to Beira becausegoing back, I don't know, with the -- they were not sure whether they would acceptus. We finally stopped at Durbin, which is South American port, sou --"
Q: South African port.,"A: --ra-- African, sou-- Republic of Africa. They were neutral in the war.Actually, there was a lot of pro-Hitler thoughts of wars, you know --"
Q: Right.,"A: -- if you know the history of wars in South African Republic. But they let us off,put us on the train and took us to Rhodesia, southern Rhodesia, which is nowzambas --"
Q: Zimbabwe.,"A: Zimbabwe. Nearby -- near ba -- Salisbury was -- was capital of southernRhodesia, now is -- what is now -- I forgot, this moment. The capital is differentlynamed. And from there there was -- they formed -- there was a school for girls,formed also by the government, from a private plantation, it had beautiful home,beautiful things for the girls; and that was a school for girls. So th -- from the camp,we went -- I went first, then later on my mother -- my mother was a teacher at theschool, but then they asked my mother to come to the school to be guardian of the --mother guardian of some of the girl -- of some classes, and then also to teachgymnastics. So she came, and that is deg43. Let's see, four --"
Q: I thought you lived from deg42 to for --,A: -- end -- end of April --
Q: Uh-huh.,"A: -- the end of April, 1943."
Q: I thought you were for two years in Iran?,"A: Yes, in four -- ""42 --"
Q: To *44.,"A: --to ""44. Forty-four beginning. By the time the boat was traveling for six weeks"
"Q: Then your -- April ""44, you are in Zimbabwe.","A: In -- right, at the -- in the May, or something like that."
"Q: Okay, okay, so --","A: And then we come to Rhodesia, and we come to the camp."
"Q: Five minutes, okay. So we have five more minutes on the -- on the tape, so we",A: So the war is still going on --
Q: Going on.,A: -- in Poland.
Q: Okay.,A: Okay.
"Q: Okay, right.",A: Okay?
"Q: No, we can still talk, if you are willing, we are still talk --","A: Well, it just --"
Q: Yeah.,A: -- because just to close it in some spot --
"Q: Yeah, yeah.","A: -- like you say. The -- the war made it impossible for us to think of any return yet,because the war was still going on. And my brother, who went to this cadet school, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.126Interview with Maria Pawulska RasiejMay 8, 2013he was in Palestine cadet school, and then, in 1947, actually at the beginning -- atthe end of ""46, the Polish communist government, which you know by enou --enough of this, that that was imposed on by Soviets, wanted Poles to come back.But because of history, not many people felt safe to go in back, unless they hadsome close relatives or children or parents they wanted to help out. But otherwise, itwasn't quite wise to go."
"Q: Hang on a second. Let's stop. We are will -- [break] Q: So you were in Africa in total, for four years.","A: We are -- first we come to Marandella's(ph), a camp for all refugees. They takethe girls who are of high school --"
Q: Age.,"A: -- level, to come to that school in Giglifolt(ph), which was this plantation --"
Q: Yes.,"A: -- left by the -- some English people who lost the son to some viper's bite, and sothey left the plantation, went back to England, and they donated the plantation. Andit was given to the government, and they place the high school for the girls there.We took care of gardens, we took care of --"
Q: Okay.,"A: -- sleeping quarters. Well, the main building was used in the school andadministration, but then we were in some barracks, all around."
Q: And did you stay there for the entire four years that you were in Africa?,"A: N-No, we were at -- in Giglifolt(ph) I was for three years --"
Q: Okay.,"A: -- not quite, no. First I was for two years, then we met with my -- not knowingthat my uncle, my mother's brother was in Lusaka in northern Rhodesia as one of The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.128Interview with Maria Pawulska RasiejMay 8, 2013administrators from the British thing, because he knew several languages, and heknew English, and he was also legal -- some knowledge of law, or whatever. And hewas as a contact with the Poles -- Polish forces. Anyway, my mother asked to betransferred to --"
Q: There.,A: -- Lusaka.
Q: Okay.,"A: We went to Lusaka. I finished one school year in Lusaka with the first lyceum,and th -- for the second lyceum I went back to Giglifolt(ph) in southern Rhodesia,but my mother and my brother --"
Q: Stayed.,"A: -- younger, stayed in Lusaka. And then, after I graduated with matura(ph), or[indecipherable], to you know, gained the document of -- proof of my ending highschool, then I went to Lusaka. We stayed -- that was in 1947, and we stayed til1948, when they were closing Lusaka. Some people were taken from the camp ofLusaka to another camps, and we chose to go to -- to e -- to England, because mybrother was in England. We thought w -- we somehow got -- by mistake, too,because his name was the same like our cousin's name who is captain. And he said,Tadeusz Pawulski, well, let him come. But then afterwards they said, well, he is The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.129Interview with Maria Pawulska RasiejMay 8, 2013cadet, he cannot come, but we were already on the boat to England. So we arrivedin England in 1948, in -- if I remember correctly, June or July, in -- in the westernGloucestershire, where there was a big [indecipherable] divide Poles. Most Polescame there, and from there they were sent to different camps. And afterwards, I --we learned that some of our relatives who were in London, and invited us to cometo London, my -- I found my mother a job as -- because she didn't know Englishvery well at that time anyway. She was the -- how you call it -- the person whowashes the [indecipherable] in -- caretaker of the apartment houses where theyhave -- she --"
Q: Okay. A housekeeper.,"A: Not necessarily a housekeeper, the one who is the concierge."
"Q: Ah, got it, okay.","A: Concierge. And I was given a -- a cou -- work at one of my uncle's packages toPoland office, to write some addresses on the things, on the -- and to be able to live,because my mother, by her -- [break]"
"Q: All right, so after -- when di-- where were you when the war ended? Do you",A: We were in Africa.
Q: Were you in Rhodesia?,A: We were in Rhodesia.
Q: Do you remember the day?,A: No.
Q: Do you remember hearing about it?,"A: We -- by then we had newspapers, and we were living in the open society, so tospeak, the teachers and --"
Q: Right.,"A: So we knew, and we also knew that the soldiers who were, as you probablyknow the -- there were so many Polish soldiers in the west, in -- fighting with the --on the side of the allies, were coming to England after, choosing not to go back toPoland. And so that -- the end for them came, and most -- many of them went toEngland."
"Q: How did your family -- how did your mother res -- react, how did your brother --","A: I only -- what I can say, the -- we were always planning to go back to Poland.Situation was that Lvov was under Ukraine."
Q: Yeah.,"A: There was no Lvov for us. Eastern part of Poland, the big chunk of po -- Poland,now was --"
Q: Part of Ukraine.,A: -- given to Stalin.
Q: Yes.,"A: And also, my mother contacts -- was happy and was lucky to get some contactsin Poland with the relatives. And the brother of my father, who lived in Warsaw,what I told you, about that I visited, he wrote to my mother, watch out, becauseyour sons have finished high school, and when -- if you come back now to Poland,they take all the children of intelligentsia, so to speak, because by then --"
Q: That's right.,"A: -- Poland's intelligentsia was practically all gone -- to the Russian -- Russia, firstto the schools for officers, for the army officers, and my mother said, I am not -- wejust got out of Russia, I am not --"
Q: Letting my --,A: -- willing to go and lose my sons once they go to Russia with the no -- we knowthe situation --
Q: Yeah.,"A: -- what will happen, what might happen.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.132Interview with Maria Pawulska RasiejMay 8, 2013"
Q: Yeah.,"A: And so we went to England, decided that we will go to England. And sincemany of our friends were in the army, many of our -- some of our relatives werealready -- some of them did not go the same route that we went. Some of themduring the 1939, happened to be outside of Poland. When Poland was attackedthey went to France, or they went to England. And they --"
"Q: And they could help you then, coming in.",A: -- had -- they were somehow suggesting that we go to -- go to England and waitthere.
Q: Did you have --,"A: There was always the hope y -- [indecipherable] was there, so there was alwaysyet the -- and based on any -- anything special, it's still -- that it can't be that Polandwill be cut in half and given away, and that Lvov will never be Polish. And sobecause of that, we stayed in England to be close enough to the continent, toPoland."
"Q: Did -- by that point, did you have any hope that your father was still alive?","A: No, we didn't. No, I didn't. We knew that the prisoners of war were killed, butwhere they were buried, we didn't know."
Q: And you knew by whom they were killed?,A: We knew that wa -- from the -- we didn't have any doubts.
Q: Okay.,A: Because the letters stopped in April --
Q: That's right.,A: -- 1940. There were still no Germans in -- in Russia.
Q: Right.,"A: So the Germans could not have killed them. In anything there were so manywitnesses, and --"
"Q: When it all started, you were a 12 year old girl?",A: Right.
"Q: And when it ended, you were already in your upper teens?",A: Mm-hm.
Q: Almost a young woman.,A: Mm-hm.
Q: So you could say that your -- your teenage years --,"A: Well, vanished."
Q: Yeah. Yeah.,A: And that is somehow unrecover --
Q: Unrecoverable.,A: Unrecoverable.
Q: Did you feel that loss?,A: Yes.
Q: How? In what ways?,"A: In-- not in the bad ways, in something -- becoming more serious person. The nothaving the common language with the average English girls of my age, and evensome of the Polish girls who were younger, or older, the different -- different waysthey -- trouble they found themselves in England. And --"
Q: Were you lonely?,A: -- but also strong. Stronger.
Q: Yeah. You felt stronger.,"A: Stronger as a human being, I think."
"Q: And how? Why did you feel stronger, because you had lived through so much,","A: Maybe in -- in the fact of these thoughts, and I was, shall we say, more on theserious sides, and I wanted to study, I wanted to finish university courses, orsomething, by the -- way I went to the London University dean of history, and heassured me I had the Polish papers translated, no-no -- not -- [indecipherable]"
"Q: What kind of certi -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.",A: Notified. Translated --
Q: Notarized certificate?,"A: Notarized. And on basis of that, I wa --I had a place, but I couldn't get thescholarship, because even though it was given by the Polish government inLondon, had the money, but as the young woman who was giving me an interview,when I asked for the scholarship to go, what do you need university for? The -- thegirls who go to universities go for -- to find the husbands. We can -- we don't havemoney to spend on such material. I can give you only the scholarship for somebusiness administration, two years"" course. So I started college. But the -- thethinking was the women, without realizing that actually, the woman who iseducated is really the mother of future people."
Q: That's right.,"A: Fathers are outside, earning the life, but the mothers teach the children. [coughs]Excuse me. But that was about -- so I started college."
Q: With a business administration --,"A: For business administration, but I didn't finish, because by -- I got married in --during -- after one year, I met my husband. There were some Polish women whoorganized evenings for the young people, because there were many soldiers whoreturned from the army, and other places, went into college, and were a-alone The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.136Interview with Maria Pawulska RasiejMay 8, 2013sometimes. And there were no really places that you would meet, as normal -- innormal life, and so they organized, among their friends, to have socials. And on -- Iwas invited to one of the socials by a friend of my mother's, and -- and a friend ofher mother's. And when the -- and met my husband, although I remember himcoming into the room full of people. I remember his coming. And the song from the""South Pacific,"" one -- the evening -- we remember the -- one enchanted evening,you will see a strangers across the -- and I see -- the same thing happened. I saw myhusband, and I saw his eyes, and somehow I -- I saw him. He didn't see me, ofcourse, because there's a group of people, 30 people or 40 people around. But then Ihad the mistake learned -- mistaken idea that he came with a lady who brought herson to that party, as a young man to -- for having, you know, a chance to meet. Andshe came also with a young woman, who was telling to this young woman's mother,and -- mother, which I assumed that she must be daughter-in-law, because she turnsmother-in-law, so he is married. So, out. No more intention of getting to knowcloser. And I-- somehow we had supper quite well done by all the ladies"" mothersand all that. And after, there was some dance -- dancing in the living room, and Iused -- my braids I put on -- in the crown of the head. And in one -- he approachedme -- my husband approached me to ask for the dance. And when there was some The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.137Interview with Maria Pawulska RasiejMay 8, 2013kind of the changing of guard, when I had to go under his arm, or something likethat -- you know, the steps sometimes, his --"
Q: Cuff?,"A: -- button -- cuff--o-on-- on the cuff, caught my hair. And there is a saying thatyou somehow get connected with -- there is this -- with your hair gets into some --your button gets into the hair of somebody, that there is something, that you becomefriends, or --"
Q: A connection is established.,A: Connection established. So he looked at me and let me s -- let me see the personthat I am to -- to know.
Q: Yeah.,"A: But then I still rem -- think he's married. So I discourage him. He -- I would sithere, and he would come and sit nearby, and I would make excuse and go to anotherplace. And then I was looking through my pocketbook, and there was some picture-- tickets from the Albert Hall in London, that I went to the concert, and he wouldtell me, oh, he wished that he knew me by then, he would have accompany me. AndI said, well, it passed, and I would move to another place again. And then it's timeto go home, and this lady with her daughter -- by then I know that he is -- he is a The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.138Interview with Maria Pawulska RasiejMay 8, 2013friend of the son of this woman, who doesn't like to go to any dances, so he chosehis friend to --"
Q: Come with him.,A: -- replace him.
"Q: Ah, okay.","A: So he was not the married type, but he said he will help the -- to go the --"
Q: Right.,"A: -- through the underground, to the next station, where the other people would go,the Mrs. Topalitska(ph) and her daughter, and her -- the friend of her son. But thenhe got -- I got to change the underground trains, he went -- changed with me. Hesaid, I'll take you all the way. And then took the bus who was number 28, all theway to Kilburn, northern part of London. And I -- he would go there and got theaddress where I am, because I didn't want him --"
Q: To know.,"A: -- to know where -- the address of -- so wrote down his street number and forcedme to give the -- I did not have telephone at that time. The -- the person downstairswho lived, he had the public telephone nearby, so he would pick up the telephoneand call me sometimes. So he didn't know, I didn't give him the telephone, I gavehim the address, and he -- and he -- the thing was -- another small coincidence; bus The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.139Interview with Maria Pawulska RasiejMay 8, 2013number 28 ends at Kilburn, at north, but ends at the quite the southern part ofLondon when he lived -- where he lived close by. So he took the same, the last busthat took me there, coming back was going to last route, all the way to the placewhere --"
Q: He lived.,A: So it -- somehow it just.
Q: That -- that button in the hair did it.,A: Oh yes.
"Q: So, when did you get married, and when did you come to the United States?","A: We married about -- I -- I was still going to school, to the college, studying. Andthen, in the spring, he was one of the soldiers -- America gave 125, I believe, visasto the -- at the end of the war, when the people went out of the army, and did notchoose to go to Poland, or go to another country to settle, America offered thepermanent visa, a permanent settlement in America. And that was the spring -- yes,not even -- we got married in August, that's six -- eight months after we met. Wemet in December -- this was around Christmastime, the party was. And the -- in --we got married, and then, I think it was some oct -- October or November, when theletter from the American embassy came to my husband, that you are on the list ofthese people who are offered to settle. Will you choose to take up -- to pick up the -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.140Interview with Maria Pawulska RasiejMay 8, 2013and go to live in America? By that time, I-- he was married, so he tried to get meon the -- you know, on the list. But then, Americans at that time were very strictabout letting people come into America, so no sick person could go, n-no somepolitical --"
