Question,Answer
"Q: It wa -- and it's -- it's what one has heard before, that very often the trains would","A: Yeah. But some of them catch up, and some don't have luck. They couldn't findout -- see, that was war, you know. They probably left when there was something --they got probably clear from -- from somebody. So -- so that was not a pr -- onpurpose for leave those, or leave that, you know, it was just happened. And -- wait,what else? Oh, and we were -- when we were going down, and probably the firstlonger stop for us was at the place that was Polish -- Polish -- oh my gosh, I knew allthose names and ev -- whatever. Where -- Polish government small office was there.And so I went to report that we lost our mother, that Mother stayed in Vologda, andgave the names, mine -- Irka's(ph) and mine, and we never heard of that, you know,that anybody reported anything, you know. So she didn't get that far."
"Q: Did she have the money, or did you have any money?","A: She had the money. She had nice fur lined coat that was very warm. And -- andshe had our I.D., because without I.D. you couldn't get -- buy the bread. So -- so my-- my suspicion is that -- oh, and another thing I have to tell you. Years later, whenwe arrived in Mexico, in our or-orphanage were two little sisters of the boy that inVologda jumped out of that train, and to bring his father and -- and the rest of the The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.139Interview with Stanistawa TobisJanuary 28, 2015group back to the -- he -- he thought that he will make it, and they will be able to geton the train. But it didn't happen. He stayed with the father, father died. And -- andour mother was on a -- he said on a breck(ph). What is breck(ph)? I tried Russia --Russian people, I tried Jewish people, I tried anybody I could imagine, if any knowswhat is breck(ph)?"
"Q: Yeah, what is a breck(ph)?","A: The only thing I can imagine, it was a platform, maybe with some si-sides, ormaybe nothing. And -- and they were on that breck(ph) with whatever they had on,and with the wind, when train was going so fast, they would never survive if theywere standing on. So all people, like flies were freezing and falling off. And -- andsomebody found my mother frozen, dead. And -- and she -- and -- and she had allthese clothes on, all her documents. She saw, on my mother's document there is twolittle girls. She would get three portions of bread at the store, not one, and -- and shewas probably only one, and she threw her clothes off, or just -- just -- no, sheprobably ki -- kept a -- a coat. And -- and -- and she took my mother's LD."
Q: So -- so you -- you -- you think this is what happened?,"A: Right, because exactly everything the same, except -- except only thing, where isshe from? And she was from Saint Petersburg. So at that time people were runningaway from the war.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.140Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Okay, so in other words, you find out later, in later years, that there's a woman","A: In 1999, I think, because already my -- my book was published."
"Q: Okay, so in 1999, you find out that there was somebody from Saint Petersburg",A: Right.
Q: Did you know this person's real name?,"A: No, it didn't show, just that -- that she -- she traveled from Saint Petersburg.Everything was the same except instead of from Arhanga(ph) Skyoblish(ph), orfrom Brantowce, you know, that's the only thing that was different. And I wrote to--to American because it was through American that I was getting that inform-information. And -- and -- and she -- or -- or -- or Red Cross couldn't get thatinformation."
Q: So the only pieces of information you ever had about what happened to your,A: Mm-hm.
Q: -- to get his own father --,"A: Mm-hm.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.141Interview with Stanistawa TobisJanuary 28, 2015"
Q: -- to the train.,"A: Yeah, and he survived."
"Q: [indecipherable] the boy survived, the father did not.",A: And -- and his sisters were in Mexico with me.
"Q: Okay, and you met him in Mexico, and he said your mother had been on the",A: Yeah.
"Q: And then the second piece of information came in 1999, when from the Red","A: Yeah, and in -- in the same time."
"Q: At the same time, okay.",A: So --so this is --
Q: And otherwise you have no idea what happened?,"A: No, no."
"Q: And what you think happened, even though you don't have the information, is","A: Yeah, right."
"Q: So what happened to you on the train, you didn't have any documents, it was just",A: That's --
"Q: And how did you eat, who fed you, and how long did it take from that point","A: Almost three weeks, I think. I have --"
Q: I mean from the point you lose your mother --,"A: -- Ihave dates in my books, so --"
Q: Okay.,"A:--so you c -- you can get that, and my sister probably --"
Q: Okay.,A: -- has better -- better recording.
"Q: Okay, so -- okay, the three weeks --",A: But --
"Q: -- is -- is from the point you lose your mother, not from the point you left the",A: Three weeks. Yeah.
Q: Okay.,"A: Yeah. Okay, what -- what was the next question?"
"Q: The next question is how did you eat, who took care of you?","A: Oh, a couple -- couple men that were fluent in Russian and whatever, they wrote-- they took piece of paper, they wrote similar format, our names, and we could --we could buy -- or they could buy bread. On the train we had -- my mom left a littlechange purse. And -- and that -- that's -- that has a long story, too, because all of asudden we are looking for that change purse, and there is none. But then, a coupledays later, apparently parents noticed that the little girl too-took the change pursefrom us, and she told them, put it back where you find it. Which is normally is saidby p-parents. And she did. All of a sudden I pa -- I look, and at the top of thatcontainer where it was, it's -- it still is. So-- so we had some -- I-I think I have alsohow much I had, but so we used up that. And then when we went to that Polishconsulate, oh, I remembered, then they gave us 40 rubles."
Q: Okay.,"A: So we had 40 rubles plus there was like in teens, I think, of the change. So -- sothat lasted until we got to the Jalabad(ph), to that -- that place, and -- and then[indecipherable] about, after I think couple days, they fed us, an-and gave us goodcare. And then they send us to collective farm. And over there we were supposed towait for something to happen.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.144Interview with Stanistawa TobisJanuary 28, 2015"
Q: Okay.,"A: Orphanage or -- or something. So after -- after we got there, they just threw us outat the station, at the end -- end of life -- li -- at the end of line. So -- so for two dayswe stayed there, and we didn't know what happen -- will happen. Good thing we --we had a good send out, you know, with a little food, but not enough for two days.So -- so we -- we were eating, and there was a big mound of -- it's from maku(ph),whatever the name that means. It's from the seeds of bawelna -- aye-aye-aye,bawelna. That was -- [indecipherable] bawelna?"
Q: Sunflower? No.,A: Y-You use for the -- feeding the cows.
Q: Corn?,"A: No, no, th-they use something else in Kirghizia. Corn doesn't grow there, it's asandy, sandy place. Well, maybe it"" ll -- it will come back. Pll -- I will continue.Whatever that -- that was, we were -- we would -- i-it wasn't clean on top, so wewould clean up and eat that, and it was very bitter. But, you know, better thannothing in your stomach. So -- so somehow we survived that. And then next daycomes Kirghizian man, with the big whatever -- didn't look like a wagon or -- oranything. So we -- we just walked behind him, told -- tol -- showed us, only wedidn't understand at -- at all what he was saying. And took us to his collective farm.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.145Interview with Stanistawa TobisJanuary 28, 2015"
Q: So I want to understand. You go to a pol -- Polish authorities in Jalabad(ph).,A: Mm-hm.
"Q: The Polish authorities say well, okay here, we feed you, we take care of you, but","A: But they lost completely, because the army -- because the ar -- that was the army."
Q: Okay.,"A: And -- and I guess they were not the -- concerned about us, they were concernedmore of those soldiers, because those soldiers came naked almost, you know, to jointhe army, so -- so they --"
"Q: When you said they lost completely, they -- they completely forgot you, or they --","A: I think so, because nobody sh-showed up for us. Nobody ever knew wha -- whichplace we are, because even that Kirghizian man, when he came he just asked us ifwe can go with him, so we went, because we didn't have --"
"Q: Okay, but was this the place that you were supposed to go to?","A: I don't know, I don't know if that was anything like that. Whatever it was, we --we ended up in that collective farm. And -- and th -- and they let us sleep in theiroffice, because we came very -- very late [indecipherable] by horse and -- or -- what-- that wasn't horse, what did we use there? Some -- some other animal."
Q: Okay.,"A: Well, anyway -- anyway so -- so when we came it was almost midnight."
Q: Okay.,"A: So we slept on floor in that, you know, cold and no -- no heat, no nothing. It wasMarch when we ca -- got -- March, we started in --"
"Q: January. January fifth, I think.","A: -- January 17"". So that was more than three weeks. Yeah, because I remember itwas March."
Q: Okay.,"A: Well, anyway, when we got -- got there, they gave us a little -- like a bagel thing,and that's all, but that was enough for us, our stomachs were pos -- almost emptyanyway. So, until next day -- next day they came, and they took us to the -- theycalled it lepianka. It was made of clay."
Q: So a place to live.,"A: Place to live. It was just four walls, no floor, just sand. A opening for the stove,just there. And no place even to put the -- the pot --"
Q: Okay.,"A: --if you had, you know atu -- anything to cook. But anyway, that was -- and tosleep on the -- on the floor they told us, go in the field, pick up some -- oh, cotton,and that was cotton seeds, the other, that mountain -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.147Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Oh, cotton seeds, okay.","A: -- cotton seeds. And very bitter, don't try to eat that. So-- so we picked thosecotton seeds, laid them on the -- on that sand. Then on it our -- one of the -- we hadstill comforters. So one was to sleep, the other one was to cover. So we -- we wereokay with that. And of course, on the floor. And then -- and -- and with us cameanother girl that was 14. I didn't know her before, but now -- now we're -- we're inthe same house, and she has two little boys, much younger than she is. So -- so -- sowe were okay as --"
Q: Five.,"A: -- we had fun and -- and whatever. So we were there for, I don't know, a week orsomething, without working. Then they tell us that we have to go to work. And oneday when -- Irka(ph) [indecipherable] we cheated. But we had got only one ofthose ro-round things that --"
"Q: Right, the rou -- the portion.","A: -- Irena's portion. But we -- we brought home, we shared it, and that was forlunch, but we didn't have nothing for -- for dinner, so -- so we -- we brought homeand we -- we ate half and half of that. So-- so we were there until spring, untilstarted getting warmer. Next to that hut, there was a-- a --a big -- bi--a pretty big,like a mountain. Miniature mountain. And -- and that mountain started moving, but The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.148Interview with Stanistawa TobisJanuary 28, 2015not mountain moving, on-only on the mountain snakes. There was so many, andthey were -- they were coming out, and then they would roll up, you know. And wewent to go somewhere, and here is one, here is one. So -- so we were jumpingthrough them, and -- and going to -- to the field to work, or -- or s -- or something."
Q: Did they bite?,"A: No. But -- unless you step on them. And you know, bu -- jumping over them wasdangerous, but we didn't think about it. And -- and we started going to work, andsometimes playing, you know, and -- and those little boys, the -- they -- they weremischievous, you know, so -- so they -- they started killing turtles. There wereturtles. But we were s -- not stupid, but not educated, let's -- let's put it that -- thatyou cannot eat turtle. You can eat turtle. Turtle tastes like chicken, if you prepare it,you know, and --"
Q: And you cook it.,"A: --and you cook it. But they had eggs inside, in spring they had eggs, and they --they were giving birth to probably something. And so those eggs, the boys werecatching turtles, killing them with a rock, big rock, and -- and taking those eggs out,those poor things."
Q: Yeah.,"A: And leaving that good meat there. And -- and -- and their sister, she was olderthan I, so -- and I knew hi -- then she knew how to cook those eggs. She put them ona frying pan and -- and mixed, without -- there's no butter, no nothing, no -- nobacon, no --"
Q: Nothing.,"A: Noth -- so -- but she made them somehow, and -- and she wanted me to try, a-atleast that much. And -- and I tried and I spit it out faster, I-- I just couldn't, ashungry as I was, but I couldn't swallow that. It -- it smelled different than -- than anegg. So -- so anyway, so -- so that was the end with the eggs. I was with my sisterwith -- with weeds, we were more a soup of -- of weeds."
Q: Right.,A: That -- that's what our mom on Siberia was --
"Q: Was making, yeah.","A: -- preparing, so -- so that's what we tried, too. And we were --"
Q: How long did you stay there?,"A: About four months. Four months, yeah."
Q: Okay.,"A: And -- and then, in the field, there was a Polish lady that we didn't know. Youknow, everyone talks between -- she had two daughters. So apparently they were The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.150Interview with Stanistawa TobisJanuary 28, 2015doing the same thing, one day one, the one day the other one was going. And they --and she -- she saw us talking Polish. So -- so when I -- she asked me, where is your --she asked, where is your mamusha(ph), and I started crying. I just couldn't keepmy tears. And she just -- the word mamusha(ph) was for me more than I could take.And at that point she said, don't cry. She -- she hugged me and -- and she says, P11 --I'll help you. And she -- she says, this Sunday I'm gonna go to Polish consulate. Sheknew where. And -- and she report -- she reported us. They send us bread and couplecans of sardines, and -- and it was shortly before Easter. So bre-bread and sardinesta -- what can you have? That's a royal meal."
"Q: That's a feast, yeah.","A: So -- so we -- we had that for a couple days. And -- oh, and -- and at the consulatethey told her, bring one of them only, at least one. Well, she chose me, although --and that one was older, but for some reason she chose me. So -- so I go. The wholeday we were going there and -- and back. Irka(ph) stayed home. When I camehome, Irka(ph) was sitting already half a mile away from -- from home and waitingfor me. And -- and of course then -- then we -- I gave her, probably that bread -- whatdid I give you to carry?A2: [inaudible]"
Q: Okay.,"A: So-- so we went and -- and the -- in consulate they s -- they said to us that we"" llsend horse and buggy, and because Polish army had that, and -- and they came andtook our stuff, and -- and took it to the --"
Q: Did they take you too?,A: Oh yeah.
Q: Okay.,A: Then they -- they take us all --
Q: Okay.,"A: --to the orphanage. There, by the consulate was orphanage. So that's where ourorphanage life starts."
"Q: So you're living in this collective farm, it sounds like somebody just sent you","A: Right, but there was no orphanage."
"Q: Oh, got it.","A: There -- there was -- not at that time. And later, in this -- in this pla -- but that wasLenin-Jol, that -- see, I remember. In Lenin-Jol was orphanage, in Jalabad(ph)there was none at that time. But it was happening all --"
Q: Okay.,"A: -- all the time, you know, somebody -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.152Interview with Stanistawa TobisJanuary 28, 2015"
Q: Things were changing all the time.,"A: Right, right."
"Q: Okay, so now you go to an orphanage and it happens to be in Jalabad(ph),","A: No, no, this one in Lenin-Jol."
"Q: In Lenin-Jol, all right, so there --",A: So that's closer to -- on this side of the mountains.
Q: Okay.,A: Because there is a big mountain ridge --
Q: Okay.,A: -- in between.
"Q: So you go to the orphanage in Lenin-Jol, and how long do you stay there?","A: Not too long, maybe month, maybe month and a half."
Q: And then?,"A: And then we -- we go back to Jalabad(ph). In Jalabad(ph) was a train for us. We got tickets already, and -- and they load as many kids as they could, a-as they had on a train, and took us to -- oh my gosh -- A2: Krasnovodsk."
Q: And then?,"A: Krasnovodsk.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.153Interview with Stanistawa TobisJanuary 28, 2015"
Q: Okay.,"A: In Krasnovodsk we waited in the open sun all day, no water, no nothing. Thekids were dying; some children were dying, some were -- and the teachers, youknow, are -- and -- a-and whoever were taking care of this group, many teachers, youknow, they didn't teach, only they took care of us. Eventually they were teachers,they were --"
"Q: Yeah, mm-hm.","A: -- teaching us, but -- but not at this time. So -- so th -- one teacher went to getsome water with a bucket, and she was bringing the -- to the orphanage. By the timeshe br -- came with this bucket to the orphanage, the bucket was empty. People werefrom all over sometimes laying on the sand, you know, because they were hardly --and they had cup in hand, and they would --"
Q: Take water.,"A: -- take water, and -- and it wasn't for them, she didn't want to give, but what shecould do --"
Q: Yeah.,"A: -- you know, people -- people were dying from star -- from --"
Q: Thirst.,"A: -- thirst. So -- and once we got, you know, on -- on a -- well, and our -- our trunkcame with us."
Q: The one that came all the way from -- from Bransowice(ph)?,"A: Brantowce, yes."
Q: Brantowce?,A: Yes.
Q: Oh my goodness.,A: And --
Q: Did it have anything in it le-- any more?,"A: Not too much, but very important things. Skating -- skates. Books --"
Q: Books.,A: -- that my mom told -- told me to take.
Q: Okay.,"A: Wait, what else was there? A suit for my mom --"
Q: Okay.,"A: -- and one suit for my father. We were -- we were thinking about them, you know"
Q: Sure.,"A: -- when we meet them, they can -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.155Interview with Stanistawa TobisJanuary 28, 2015"
Q: Of course.,A: --right away get dressed and --
Q: Yeah.,"A: -- and look elegant. And -- and what -- there were some other -- other things, butanyway, whatever I -- I mentioned, and the book I -- I wanted -- that was forJereczek(ph)."
Q: Right.,"A: But I--I wanted to keep that. One of the teachers took it, and I-- I didn't evenknow which one. Skates, the teacher told me no, you cannot. You don't need it anymore. We were going to Pahlevi and Teheran, you know, there was no ice."
Q: Yeah.,"A: So -- so that -- that somehow she convinced me. Of course my mom's andfather's, I cried, I want to have that, I want, because my mom and dad will not haveany -- anything to wear, to change into better clothes. And -- and what we had on,maybe we had one change of dresses or something there. But they didn't allow us totake that. But then I asked for book, and she allowed me to keep the book. Sheallowed me to -- oh, couple pillowcases that we didn't exchange yet. So -- so those --those I -- I had three of them, because I gave one to my sister, and one to my The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.156Interview with Stanistawa TobisJanuary 28, 2015brother. So -- so the pillowcases -- and they were beautiful embroidered, with mymom's initials."
Q: Oh.,"A: So -- so I still have that. And -- and there was something else, whatever -- but --but anyway, I cried and cried, and she wouldn't let me. And -- but who -- who had --and you know that now in church -- I -- I belong to a choir, church choir, and wehave one song that we sing, I never can finish. Always end up crying, because it -- itis, when I came to the seashore, about Jesus. And ha --I shouldn't talk about it, Ialways cry. Never can finish the song. Right away I see that in front of me, youknow."
Q: The trunk.,A: The trunk. The trunk is -- was so important to me at that time. But --
Q: It was the last piece from your life of your family.,"A: Right. I have those little things yet, you know, but -- but those are not thatimportant, apparently. In my book I -- I drew that trunk there, you will find it whenyou read it. And I don't know. Si--"
Q: It must have very hard to leave that trunk.,"A: Yeah. Although I took those spa -- few things, you know, but -- but it's notimportant as -- as that was. That was my -- my mom's -- how do you call, thing forthe wedding --"
Q: Trousseau?,A: -- from her grandmother. Trousseau.
Q: Her di -- her trousseau.,"A: Trousseau, filled up, you know, from -- from her babcia. So -- so it wasimportant. And I don't know if I ever -- I ever change, as far as that, you know, for --my mom was -- was -- I cannot forget her, and -- and that's the reason why I wrotebook. That was because I wanted to -- somebody to find. I thought that somemiracle will be, and -- and somebody to find. Well, I found a little girl. I found -- shecame here to visit her son, from Poland. And -- and she remembered me. She w --she wanted to -- to come to see us. And I thought maybe we'll develop a friendship,but -- but she says she has to go back to Poland, she's just visiting her son."
"Q: Now, you found a little girl who knew your mother?","A: Well, she's -- she's now the adult woman like me."
"Q: Yes, yes.","A: So -- so --so she found, through the book. Her son bought the book, and -- andher -- her son saw the last name, because he -- he and his father have the same last The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.158Interview with Stanistawa TobisJanuary 28, 2015name. So -- so now I --I met her, but that's the last thing, and not what I waslooking for. But what can you do? We are praying, we are doing, and God isleading us. And why? I --I often ask th -- Irka(ph), you know, why do we live? Twoof us? I guess this is the purpose."
Q: We don't know.,A: Yeah.
Q: We don't know.,A: Yeah.
Q: So you had to get on that transport to Pahlevi--,A: Yeah.
Q: -- without the trunk.,A: Without the trunk.
Q: What was the transport --,A: And I was the last one from the orphanage to get on in the -- on the -- that --
Q: On the boat?,"A: On the boat. And the -- and I remember everything, you know, the -- the walkwas boards, some of them missing. So the teacher says, watch it, so your leg doesn'tfall in. But -- and -- and it was only standing room, and those children that were sick,they would be sent -- sitting on the -- on the floor in the tra -- in the ship. And those The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.159Interview with Stanistawa TobisJanuary 28, 2015ships, they -- they were not the real ship, not transport. Those were transporting the-- probably coal or something, and they cleaned up and -- and are taking -- weretaking children and people, you know. They -- they transported, I think 12,000. Itcould be 12,000 or plus some -- some small amount. I have, from the tu -- in thebook --"
"Q: Twelve thousand people, or 12,000 children, or --",A: People.
Q: Twelve thousand people and then --,A: And s -- and soldiers.
"Q: Okay, in this -- on this boat, or --","A: No, no, no."
"Q: No, no, no.","A: No, no, there was maybe five, six transportations through the Caspian Sea toPahlevi."
Q: Okay.,A: In-- in Pahlevi and Karachi we ended up.
"Q: So, and -- okay, so you end up in Pahlevi, and how long do you stay there?","A: In Pahlevi they asked to -- or they took us to the shower. We all had to takeshower. They cut the hair -- or previously they cut the -- the hair, so we were allbald. And then -- and then they changed us to a different section of the -- of thecamp, on sand, not -- under the sun. I don't think there was any -- any -- how do youcall -- there was any of what? I forgot here. Oh, tents. There was no tent -- excuseme -- just the -- the food when they -- and I ha -- we di -- we slept on a blanket, on thesand, and it was soft and warm. And -- til morning, and then got up and ran straightto the sea to take a bath. Oh, I-- I enjoyed, to me that was a --a fun. Finally I couldswim. Oh, I didn't tell you at -- at the kibietka(ph), when we were in -- in the ca -- inthe kohaus(ph), one day, I don't know what I was wearing, did I have bathing suitwith me or what, but I jumped into [indecipherable], which is water -- waterscoming from the mount -- mountains, melting snow."
Q: Okay.,"A: And -- and it was fast running water. I jumped in on our side, ended up about halfa mile farther --"
Q: Really?,A: -- on the other side.
Q: Because the current was so strong? Oh my goodness.,"A: And I - and I-- I knew s -- how to swim, but not properly. I wasn't a good -- goodswimmer, I was just a swimmer."
Q: But you made it out of there.,A: I made it on the other side.
Q: Yeah.,"A: The only thing, on the other side was Kirghizian village, and this one we hadonly one -- one kibietka(ph) and that's it. So -- so on the other side kids were, Ithink, with open mouths, how could I do that? I don't think they -- they knew howto swim."
Q: Yeah.,A: Because I don't think any mother would allow kids to -- to go into water likethat.
"Q: No, it's too dangerous. It's too dangerous. Okay, so -- so in some ways your",A: Yes.
"Q: Did your life change? Did it -- did it get -- did i-- anything become brighter, or",A: Probably one and then two.
Q: Both of them.,"A: Both of them, yeah."
Q: Yeah.,"A: Yeah, I --I never quit. And then in Teheran, we were waiting for other transport[indecipherable] yet, you know, and they -- and they were bringing every day thecouple buses of the deportees or -- or whatevers. And -- and we would run withIrka(ph) to the -- to that -- and that was a airport place that I can -- I think it wasused by American soldiers. And -- an-and we would run there and wait and watcheach person coming. And at the end, we would hug each other, no Mama. NoMama. That was th-the probably saddest place where -- where we [indecipherable],because from here we already knew that she didn't came out from Russia. Becauseall through her th-- Teheran were coming people from Russia, were -- have t -- hadto stop there."
Q: It was the first place.,"A: First place. There was a hospital that was available, there was a place where likeIrka(ph) had to go to -- to that place. She'll probably tell you that. And they wantedto -- to take Irka(ph) only to that place. And we -- we got two -- two of us, no, youwill not take her away."
Q: Yeah.,"A: Irka(ph), you will not -- she will not stay. I am not going.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.163Interview with Stanistawa TobisJanuary 28, 2015"
Q: Yeah.,"A: So -- so we -- we tried to -- we didn't trust anybody any more. Because there weresome instances that they would not -- oh wait, again, I'm -- I'm getting blockages."
"Q: That -- that people wouldn't let you be together, is that it? They -- they would","A: Well, they wanted to take her for the place where they will feed her --"
Q: Okay.,A: -- give her better food --
Q: Okay.,A: --and I didn't need that. I-- I was -- could be eating only --
Q: You were healthier.,"A: I-I was healthier, ta -- right."
Q: Okay. So --,"A: And -- and she -- and started from Siberia, she was always undernourished, soshe had problem always, and she still has. But G-God is good to us. So -- and her --"
Q: Did you hear from your brother? Did you know what was go --,A: Nothing --
Q: Nothing.,"A: -- nothing, we didn't know yet, until we -- after couple months we weretransferred to Maleer(ph). Maleer(ph) was a little away from -- from the sea, campfor the Polish army, which never was u -- not Polish, for American army. In Indiathey had stationed American soldiers. So -- so they gave tha -- this for theorphanage, a thousand kids."
Q: And this was in India?,A: That was in India.
Q: So you moved from --,A: From --
Q: -- Iran to India?,A: Yes.
Q: Okay.,"A: And then ha -- oh, I di--1--- oh, I skipped a little bit. I skipped because fromTeheran, we went to Isfahan. And Isfahan was -- was a -- was a city of wealthy per-- pers -- persovia -- per --"
Q: Persians.,"A: Persians. And they donated their homes, summer homes to the Polish --"
Q: Orphans.,"A: -- orphans. So there was five -- over 5,000 orphans there. And -- and so theytransferred us to -- to that camp number six. And number six was the largest, therewas 300 children. And that was some kind of convent, I think. And there was a--achurch by that, and there was bishop presiding there, so -- so that was a big, bigplace. And we had already organized school [coughs] Excuse me. And I was in fifthgrade, because in Poland | was -- I finished fourth and started fifth, but never --never finished, because of whatever there. So -- so we got separated with Irka(ph).Irka(ph) was in one building, I was in the other building, but we were close, so wewere gradually getting used to it. And -- and Irka(ph) by then was little better. Buther teeth were not better, but that's her subject. But I had to drag her to the dentist.Oh, she was -- no, she won't -- doesn't want to go. She has very sensitive teeth, and Iwish I would share with her. I--I go to dentist, at 86, I still have my teeth, and my --and -- and she -- she has problem. So -- but somehow --"
Q: But it also sounds like you took care of each other.,"A: On Siberia, salt to -- to brush your teeth."
Q: Oh my.,"A: That's what my -- our ma -- mom told us. And I still use salt rinse before I go tosleep. Kills the germs, and it's not tasting good, but --"
Q: It does the trick.,"A: Yeah, and in -- in Isfahan, we had very good teacher, fifth grade teacher. Andshe gave us a project to do, to fi-- to write your story of the Siberian deportation."
Q: That's a very good project.,"A: Whatever -- whatever you lived, from your home til now, it's -- and I wrote mine, I don't know how many pages. A2: Four."
Q: That's a very good project.,A: Pardon me?
Q: Four pages.,"A: Oh no, more than that."
Q: Okay.,"A: Well, whatever. I --I think it's like 15 or something."
Q: Okay.,"A: But that's okay. [indecipherable] And -- and that is the beginning of my si-- mywriting the story. She -- I kind of build it in-into me, one thing to -- to writesomething. But I -- but maybe another teacher in Mexico."
Q: Also?,"A: That was another s -- time that I was instructed to -- to write another -- oh, youright maybe -- maybe you right, because I have written another one, and that one isabout 15 pages, in Mexico -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.167Interview with Stanistawa TobisJanuary 28, 2015"
Q: Okay.,"A: -- when I was in, I think first year or second year in high school."
"Q: Okay, and so this first one could have been shorter.","A: Right, right."
Q: Do you still have both of these writings?,"A: Lam sure I do, because I don't throw out nothing."
Q: Okay.,A: [ha--I'm Hector collector. In -- would you believe in Poland I started.
Q: Oh yeah?,"A: You know what? A little pieces of glass, colored glass. That attracted me, so thatwas my collection in Poland."
Q: Before you left.,A: Before I left.
Q: Before you left. Before you were deported.,"A: Yeah, yeah."
"Q: Okay, I'd like to kind of wrap this up, I know that there are a lot of sections that","A: Irka(ph).The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.168Interview with Stanistawa TobisJanuary 28, 2015"
"Q: -- your sister today. So after -- after India, after you were in India, at some point","A: Yes, yes."
Q: And this was all with the orphanage?,A: Yes.
"Q: All right. How -- were you in India -- okay, let me put it this way, phrase the","A: That was at the end of ""43, I think."
