Question,Answer,topics
Q: But who were the people who were taking you in? Were they --,"A: Well, one of them actually was a Jewish woman with two teenage girls. Her husband was also deported at the same time so he must have been Polish. So she took the two girls into her bedroom and she gave us -- she rented us the girls"" bedroom for a while. So we paid her rent. As I said, my father put away a little money and this we took, of course. So we paid her.","{
  ""topic1"": {
    ""topic"": ""Jews and Jewish identity, false papers"",
    ""topic_reason"": ""The speaker mentions being taken in by a Jewish woman with two teenage girls, suggesting that they were relying on false or fake documents to gain entry.""
  },
  ""topic2"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The speaker describes the actions of the Jewish woman who took them in and how she helped them, highlighting the importance of human choice and intention during this time period.""
  },
  ""topic3"": {
    ""topic"": ""Interactions with SS and SS actions"",
    ""topic_reason"": ""Although not directly stated, the speaker implies that they were still under the control of the SS at some point, as they mention paying rent to the Jewish woman who took them in, suggesting a transactional relationship with the authorities."""
Q: Do you remember her name?,"A: No. I don't think I ever even knew her name. All I know is the girls were teenagers.Like 17 and 18 or 19. And that's why they were so much older than we were. They called me a baby. I said, I'm a teenager too. But you know, 14 and 18 and 17 is not the same.","{
""topic1"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The conversation mentions that the speaker did not know the name of a girl, suggesting that she was hiding her Jewish identity. The fact that they were referred to as 'girls' but the speaker felt older due to their supposed age (17-19) indicates that there may have been some deception or concealment of their true age and identity.""
},
""topic2"": {
  ""topic"": ""Children"",
  ""topic_reason"": ""The conversation revolves around a young girl, with the speaker expressing concern about her age being significantly older due to supposed 'papers' or documents, which might relate to Jewish identity and child labor issues during WWII""
},
""topic3"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The conversation involves decisions made by individuals (likely a teenager) in hiding their true identity, highlighting the complexities of actions, choices, and intentions in such difficult circumstances.""
}"
Q: Yeah.,"A: Well, anyhow, so at least we had a roof over our head. But I hated that place. Well, anyhow, so when the day came for me to leave, my sister took me to the station. And this man, Albert Brusch, you know, the one where we stayed, the two of them took me to the station. When I came to the station and I looked down the platform -- oh, my God, there were so many people, children and mostly woman. There was an ocean of people crying and everything. Those mothers took their children to the train sending them to England on the Kindertransport knowing that they maybe never see them again. They didn't know if they're going to survive or what. So I'm telling you, it was terrible. But when my sister couldn't go they told her that she could make an application for domestic service. So she had no choice. So she did make and we were hoping that she would be able -- somebody would take her in as a maid, you know, because she had to have a visa, that was the most important thing. So anyhow. So -- but she took me to the station and I was hoping, hoping, she'll come soon. You know, because it was easy because the English people were looking for cheap help, you know. Because they didn't pay much. It was just, like, room and board and so on. But she was over 16, you know. So anyhow. So then I came to the station. I'm on the platform waiting for the train to come in. I haven't been back to school or seen any of my roommates since last year. Since ""38 I haven't been back to school since my father died. And this was already July ""39. All of a sudden somebody comes in back of me and hugs and kisses me. And she says, oh, I'm so happy you're going to be on the same transport. This is my Fritzi. That's a girl that was in my class, but not just in my class, she was eight years in my class from kindergarten on.","{
  ""topic1"": {
    ""topic"": ""Jews and fate of Jewish community"",
    ""topic_reason"": ""The speaker describes being sent to the station with their sister, where they were surrounded by children and women waiting to be deported to England on the Kindertransport, highlighting the desperate situation faced by many Jews during this time.""
  },
  ""topic2"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""The speaker mentions an encounter with a German man named Albert Brusch who helped them at the station, showing that there were still instances of kindness and humanity amidst the chaos of the Holocaust.""
  },
  ""topic3"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The speaker reflects on their sister's decision to make an application for domestic service as a means of survival, demonstrating the difficult choices and actions people took during this time in order to stay alive.""
  }
}"
Q: What's her name?,"A: Fritzi Hacker, H-a-c-a -- c-k-e-r.","{
""topic1"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The response contains a person's name with Hebrew letters, which is consistent with the context of discussing Jews and Jewish identity""
},
""topic2"": {
  ""topic"": ""Clothing and material objects"",
  ""topic_reason"": ""The response includes a personal item (name) that can be related to clothing or identification, but it may not be directly relevant to the question's focus on name""
},
""topic3"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The response could imply a choice made by Fritzi Hacker in relation to her name, such as deciding to provide an alternative spelling for recognition purposes""
}"
Q: Uh-huh.,"A: Fritzi is a German name. But since kindergarten her mother used to bring her to school every single day. And she used to pick her up. And every morning she always had a kind word for me because she says, your mother doesn't bring you to school?Because I told her my mother is bedridden and she can't get out of bed. So she was so sorry. So every day she always ask me, how is your mother doing? And so on, you know. She was very, very nice. But I didn't know if they had any other children because I've never seen anybody else, only that one girl. I don't even know if she had a father or not. {Undetermined interruption} It's okay.","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The interviewee shares an anecdote about a kind German woman, Fritzi, who shows compassion and concern for the interviewee's mother, suggesting that the interviewer might be Jewish.""
},
""topic2"": {
  ""topic"": ""Encounters with Germans, kindness"",
  ""topic_reason"": ""While the interaction is positive, it is not as direct or confrontational as a typical SS encounter, indicating that not all German interactions are hostile.""
},
""topic3"": {
  ""topic"": ""Interactions with and feelings about Germans, Aryan identities"",
  ""topic_reason"": ""The interviewee's hesitation to ask questions about Fritzi's family structure may suggest unease or uncertainty about how their Jewish identity might be perceived by Germans."""
Q: Okay.,"A: So -- so when I saw her at the -- until the end, she was already 12, 13, 14 -- almost 14 years old. She still brought her every morning to school and picked her up every day likea baby. So when I saw her at the station bringing her to send her to England, I thought to myself how can this woman bring the girl knowing that she may never see her again that she was so attached, you know. So then I said to myself, oh, my God, am I glad my parents are dead. I didn't have to say goodbye to them. I didn't leave anybody behind except my sister and I knew she made the application. She's going to come to England very soon. And then the train came and we got in. We said goodbye.","{
""topic1"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The speaker shares a personal experience of watching a woman bring her daughter to the station for deportation to England, revealing their strong attachment to each other. The speaker also mentions their own feelings of relief and gratitude for not having to say goodbye to their parents.""
},
""topic2"": {
  ""topic"": ""Family (background, what happened to)"",
  ""topic_reason"": ""The speaker talks about the woman bringing her daughter to the station, highlighting the emotional bond between them. Additionally, the speaker mentions their own family situation, expressing relief at not having had to make a similar goodbye.""
},
""topic3"": {
  ""topic"": ""Encounters with Germans"",
  ""topic_reason"": ""Although not directly stated, the context of the conversation implies that the speaker is talking about their experiences during World War II, specifically in relation to the German occupation. The mention of 'my parents are dead' and 'I didn't have to say goodbye' suggests a sense of loss and separation from their family due to the war.""
}"
Q: To your sister and...,"A: Well, my sister, she made the application for domestic service. And she came, like, three weeks -- she came three days before the war broke out, the last minute. But she had a very tough time. She had to make all of the arrangements for herself. And, you know, like -- not like me. All we did -- we wore a name tag to know who you are, but everything was arranged like the train. I went through Holland. Yes.","{
""topic1"": {
  ""topic"": ""Jews and fate of Jewish community"",
  ""topic_reason"": ""The conversation mentions the sister making an application for domestic service before the war broke out, indicating a desperate situation and highlighting the challenges faced by the Jewish community during this time.""
},
""topic2"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The narrative focuses on the sister's actions in making arrangements for herself, illustrating her agency and decision-making process in the face of uncertainty and adversity.""
},
""topic3"": {
  ""topic"": ""Encounters with Germans"",
  ""topic_reason"": ""The conversation mentions the name tag that Jews had to wear to identify themselves, which is a specific aspect of their interactions with the German occupation, showing how everyday experiences were impacted by the war."""
Q: Do you remember crossing the border?,"A: Yes. Fritzi and I, we were sitting and we were looking out the window. And on the other side were two little kids, maybe seven, eight years old. I didn't know them. And we didn't even talk to them. We were just talking to each other. I didn't see her in a year, you know, or any of my schoolmates. So anyhow. So, you know, in the city in Berlin there's only, like, big buildings, cement floors. You don't see trees or grass or anything unless you go to the park. So as we were going, didn't take long, you're out of the city and you see the suburbs. And there was grass and trees, little houses. So Fritzi said to me, isn't it like you're going on a field trip from school and tonight we'll be back home in our house with parents -- with our parents? So I said to -- I thought to myself, well, she still had a home to go to and a mother but I didn't. But I didn't want to make her feel bad so I just nodded my head. I said, uh-huh, uh-huh, like this. And then as we were going, all of a sudden the train stopped. I said, what happened? Looked out the window and I saw the Gestapo outside. I said uh-oh. Now they're going to come and take us off the train. And I was scared like anything. But I didn't realize -- I forgot we were going through Holland. So then I realized this must be the border because they came on. It was a border crossing. So they had to come on and look at your passport. So he says, passports, passports. You know, young guys in Nazi uniform. So I got up and I took my little suitcase down. So you know what he said? Forget about it. He didn't want to look.I could have taken anything with me. I was like -- but my sister was, like, she took everything. Boy, what they did to her. Well, anyhow. We crossed the border. It took 15, 20 minutes we cross the border. I said, thank God I'm out of Germany. Now I don't have to worry anymore once you're out of the country. But we were going for a while and all of a sudden the train stopped again. I said, what? Another border from Holland?We're going straight through the channel. But when I looked up there was no Gestapo outside. They were Dutch women with baskets of food. I still cry when I hear about this.I got a tissue, you know. So they knew the children were coming so they brought us refreshments. Wasn't that wonder -- perfect strangers they came on the train. Wasn't that something? I never forget this. And then we traveled to Holland until the rest of the day.About 10 o'clock we got off the train that day. And we were by the -- by the British channel. And then they lined us up, make sure everybody was -- I think there were 300 children on that train from the connection spot. And they said, well, I want everybody to go straight to the cabin where they're assigned to. And it is 10 o'clock now -- 10 o'clock we got there. The boat is not going to start going until 12. But don't wait for 12 o'clock because six o'clock in the morning if you're going to be in Harwich and you have to be packed and upstairs ready to go. So go right to bed. Don't wait for 12 o'clock until the boat leaves. And when we got on the boat, Fritzi and I, we shared a cabin. So they had a bunk and a top one. We had to toss a coin, which one gets the top and which one gets the bottom. That was so cute, you know. We were just kids. And anyhow she slept on the top. And as we went to bed she kept talking. She says, are you sleeping? I said, how can I sleep when you're talking to me? You know, we're just talking like kids. Teenagers, early teens, you know. So anyhow. So all of a sudden after a while the boat started rocking. Uh-oh, it must be 12 o'clock because the boat starting going. He said 12 o'clock it's going to start. So it must be two hours already. Better go to sleep. Six o'clock we have to be upstairs. So we must have fallen asleep or something. And then in the morning we got up and we were in Harwich. And from there we took a train to London.It took two hours. And then when we got to London there was, like, a big room, a little bigger than this maybe. A little wider. And there was, like, a bench here and a bench there and there. And we were sitting on those benches and some people came and they called out names. You go with this person. You go with -- nobody knew where they were going. I had no address and I still like to look for this girl. I wish I knew if she's alive, if she's in England or some place else. I never saw her since that day. Because I didn't know where I was going and she didn't know where she was going.","{
  ""topic1"": {
    ""topic"": ""Crossing the Border with the Kindertransport"",
    ""topic_reason"": ""The speaker describes crossing the border from Germany to Holland, initially unaware they were approaching a Nazi checkpoint, but eventually encountering friendly Dutch women who provided refreshments. This event showcases the complex nature of border crossings during World War II.""
  },
  ""topic2"": {
    ""topic"": ""Life on the Kindertransport Train"",
    ""topic_reason"": ""The speaker shares details about traveling with Fritzi on a train transporting children to safety, including the initial excitement and uncertainty as they departed Germany. The account provides insight into the daily lives of those affected by the Kindertransport.""
  },
  ""topic3"": {
    ""topic"": ""Loss and Separation in the Kindertransport"",
    ""topic_reason"": ""The speaker expresses ongoing sadness about not knowing their sister's fate and not being able to find her after the event. This narrative highlights the emotional trauma experienced by those who were separated during the Holocaust, emphasizing the human cost of this tragic period.""
  }
}"
Q: And you never -- never saw her?,A: No.,"{
  ""topic1"": {
    ""topic"": ""Behavior, treatment, and aftermath"",
    ""topic_reason"": ""The question about not seeing someone implies a lack of interaction or encounter with the person in question, which is consistent with the behavior and treatment experienced by prisoners during the Holocaust.""
  },
  ""topic2"": {
    ""topic"": ""Arrest, beating"",
    ""topic_reason"": ""The question 'And you never -- never saw her?' suggests that the speaker was subjected to arrest or detention, which can lead to physical treatment, including beatings, as part of their experience during the Holocaust.""
  },
  ""topic3"": {
    ""topic"": ""Factual clarification (name, address, number, meaning)"",
    ""topic_reason"": ""The question is a factual clarification, which does not necessarily reveal anything about the speaker's behavior or treatment but rather seeks information to clarify the context of their presence and interactions during the Holocaust.""
  }
}"
Q: Never could find her?,A: No. No. That's a shame. I didn't -- I have -- contact --,"{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The mention of not being able to find someone suggests that there was an expectation or assumption about the person's location, which is a common theme in interactions between individuals and the SS during World War II. The SS often conducted searches and took people away without warning, so it's possible that the speaker is reflecting on a past experience where they were separated from someone.""
},
""topic2"": {
  ""topic"": ""Encounters with Germans, Aryan identities"",
  ""topic_reason"": ""The use of 'Never could find her' implies a sense of loss or separation, which can be related to encounters between Jews and Germans. The speaker's comment also touches on the idea of Aryan identities and how they were used to justify persecution and violence against Jews.""
},
""topic3"": {
  ""topic"": ""Arrest, beating"",
  ""topic_reason"": ""The tone of 'That's a shame' suggests that the speaker is expressing regret or disappointment, which can be related to experiences of arrest and beating. The use of 'I didn't -- I have -- contact --' also implies a sense of separation or lack of connection, which can be seen in situations where individuals were detained or mistreated by the SS.""
}"
Q: Like you don't want to talk about it --,"A: Anyhow I came to England on a Friday. And -- and that week I came to a couple, an elderly couple, I mean, old enough to be my parents. They had married children and grandchildren. And I met the family over the weekend.","{
""topic1"": {
  ""topic"": ""Boder trying to understand reasons, skepticism"",
  ""topic_reason"": ""The respondent seems skeptical about talking about their experience, but then provides a detailed account of how they came to England and met an elderly couple, suggesting that despite initial hesitation, they are willing to share their story.""
},
""topic2"": {
  ""topic"": ""Encounters with Germans"",
  ""topic_reason"": ""The respondent mentions meeting an elderly couple in England, who had married children and grandchildren, but this encounter seems more like a positive interaction rather than a typical 'encounter with a German' context. This topic is still relevant because the respondent's initial reluctance to discuss their experience could be related to interactions they had with Germans during the war.""
},
""topic3"": {
  ""topic"": ""Arrest, beating"",
  ""topic_reason"": ""The mention of an elderly couple and meeting them over a weekend seems unrelated to the typical context of arrest or beating, which are more common topics. However, it's possible that this interaction is not directly related but might be mentioned in the broader context of how the respondent experienced difficulties or challenges during their time in England.""
}"
Q: Was it in London?,"A: In London, yeah. I met the family over -- they had a married son, two or three kids; and a married daughter with some children. And then the youngest daughter was, like, in her 20s. And she was -- I didn't even know at the time she was expecting her first baby. But it wasn't hardly to see. And at that time I didn't even know where the babies came from. Now, I do. Anyhow. So -- so on the weekend I met them and then on -- she says to me, well, what are you going to do with yourself? You know, it was July. The schools were closed. So she said, well, when the schools open in September, we going to register you for school. So in the meantime what are you going to do with yourself? And they had their own -- like, a little factory. They were making civilian trousers for men. So Monday morning the younger daughter that was working in that place for her father, you know, there were a few people there. They were, like, a few men and one woman. They were in their 50s or 60s, you know. Like, four or five men and one woman was right on the corner. She was, like, 64. They were very nice to me. But they spoke Yiddish. I couldn't speak any English. So they spoke Yiddish to me. I understood but I didn't speak it that good. But it's very similar to German. So I knew what they were saying. So she introduced me to everybody and she showed me what to do. How to use this machine and this machine. A few machines she taught me at my age, you know. I never worked. I had to sew the buttons with the machine. And if you don't put it exactly in and the needle went next to the hole, you break the needles. I must have broke a dozen needles. It was very hard to get it the right way. And she was so fast because she's been used to it, you know. And then there was another machine that made the hems and another machine for the buttonholes. I had to work all three machines, and make tea twice a day for everybody who was there. I still hate te","{
  ""topic1"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""The speaker mentions meeting a family with German-speaking children and working alongside older women in their 50s or 60s who spoke Yiddish, showing an interaction with Germans""
  },
  ""topic2"": {
    ""topic"": ""Factory work, forced labor, business"",
    ""topic_reason"": ""The speaker talks about working at a factory making civilian trousers for men and using sewing machines, indicating involvement in the workforce""
  },
  ""topic3"": {
    ""topic"": ""Interactions with family members, domestic life"",
    ""topic_reason"": ""The speaker shares experiences of meeting and spending time with a married son, daughters, and their families, highlighting domestic interactions""
  }
}"
Q: Was it in London?,"A: It reminds me. So anyhow I was working with her and she used to take me there in the morning. | think we went by bus. And then I came home in the evening. And before I had dinner she used to say to me -- there was only her and her husband living there -- she said, while the dinner is -- while you're waiting you can wash this floor. She made me do the housework before -- after a whole day in the factory. Well, anyhow -- but then this was going on for quite a few months.September came around. I forgot about it school. You know, and nobody mentioned a word. And I was just working, working every day. But then she was getting ready to have her baby. And her name was Fannie. And so she says, well -- when she couldn't go to work anymore I was on my own. And then all the work what the two of us did I had to do myself. So instead of going at nine o'clock in the morning I had to go eight o'clock and seven o'clock. And instead of staying until five or six, I used to stay until seven, eight o'clock. Five days, six days, seven days a week, I couldn't keep up. And I don't know what happened. One day I remember I was going to the bus and the bus ride was tuppence. Know anything about English money? Tuppence is like 20 cents. So she used to give me the tuppence. But then she found out they have -- what is this -- you know, if you come until 7:30 -- before 7:30 in the morning you get a return ticket. So if you give them tuppence and a half, Ha'penny, you get a ticket to go back at night. So she says,make sure you get the bus before 7:30. And she gave me tuppence and a half, the Ha'penny. And that's all the money I had. I never had pocket money or wages or anything, only food and sleep, lodging. So I tried to get the bus -- every time I came to the bus, there was a line from here to God knows where. All these big guys waiting for the bus. They probably had families to support. They saw me, they said, that kid's probably working for pocket money and they used to push me on the side and get on the bus. And I tried to get on the bus but I couldn't push those guys away. I was trying to get very hard. If I was lucky I got on it and I had my ticket to go back home. But I remember one day I tried so hard and they pushed me on the side. And -- there be another bus in a minute. Half a minute later the bus came, no more return. What I'm going to do? I had to give them the tuppence and I had a Ha'penny left. I came to the place and I was crying. So the woman that was working, the one woman, she says to me, what's the matter, Puppala? Puppala means little doll. Why are you crying? So I said, I missed the return bus this morning. So she said, big deal. So you're five minutes late? I said, no, no, no, no, no. It's not I'm late, I have no money to go back home. She said, what it is tuppence? Big deal. Here's tuppence. And I made a Ha'penny that day. That's the first money I ever had of my own. Isn't that something? I cried because I didn't make the return bus. But I didn't tell her that.","{
  ""topic1"": {
    ""topic"": ""Jews and Jewish identity, false papers"",
    ""topic_reason"": ""The speaker mentions their employment by Fannie, a woman who claims to be married and living in London, suggesting she might have used false papers or documents to pass as someone else.""
  },
  ""topic2"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""The conversation includes the bus ride in England where the speaker interacts with big guys waiting for the bus, implying encounters with Germans.""
  },
  ""topic3"": {
    ""topic"": ""Actions of individuals towards others' financial struggles"",
    ""topic_reason"": ""The encounter highlights the actions of one person (the woman) helping another by giving them a penny to help with their return ticket, showcasing kindness in the face of adversity."""
Q: So you were living with her too?,"A: I was living -- no, not the woman that worked there.","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The mention of \""the woman that worked there\"" suggests a relationship to someone who might be considered an informant or collaborator with the SS, which is relevant to interactions with SS and their actions.""
},
""topic2"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The speaker's response implies a moment of decision or action, as they choose not to disclose information about someone who might be working against them. This reflects on the topic of actions, choices, and intentions.""
},
""topic3"": {
  ""topic"": ""Interactions with Germans, Aryan identities"",
  ""topic_reason"": ""The speaker's distinction between \""the woman that worked there\"" and themselves also touches upon the issue of loyalty to Germany or the SS, as well as issues surrounding Aryan identity. This hints at interactions with Germans and their implications on these topics.""
}"
Q: Or with the family?,A: She was home. She didn't work there.,"{
  ""topic1"": {
    ""topic"": ""Family (background, what happened to)"",
    ""topic_reason"": ""The response mentions a family context, indicating that the speaker is discussing their background or experiences related to family.""
  },
  ""topic2"": {
    ""topic"": ""Work and labor"",
    ""topic_reason"": ""Although not explicitly stated, the mention of 'home' implies that the speaker was in a workplace setting before being at home. The context also suggests the possibility of forced labor, which is a common theme related to work and labor.""
  },
  ""topic3"": {
    ""topic"": ""Daily routines or life situations"",
    ""topic_reason"": ""The response provides information about the speaker's daily routine (being home) and their job status (not working there), suggesting that they are discussing general aspects of their life rather than a specific work experience.""
  }
}"
Q: Uh-huh.,"A: There was people working for them. Well, anyhow. And then another day I was standing in line again waiting for the bus. I mean, every morning I was standing in line waiting for the bus. I tried to get on this as much as I could. But I don't know what happened that morning. All of a sudden I remember standing in line waiting for the bus, but I have no idea what happened. All of a sudden I wake up, I'm in the hospital. I have know idea how I got there.","{
""topic1"": {
  ""topic"": ""Encounters with Germans"",
  ""topic_reason"": ""The speaker describes being in line waiting for the bus every morning, suggesting they were trying to get to work or a regular location. However, their memory of that day is hazy, and they wake up in a hospital without knowing how they got there, indicating possible mistreatment or coercion by Germans.""
},
""topic2"": {
  ""topic"": ""Arrest, beating"",
  ""topic_reason"": ""The speaker's sudden memory loss and transition from being in line to being in a hospital could suggest they were arrested or beaten, leading to amnesia. The fact that they try to get on the bus every morning implies they may have been trying to escape or avoid their captors.""
},
""topic3"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The speaker's actions of trying to get on the bus every morning could be seen as attempts to exert control over their situation. However, the abrupt change in circumstances suggests that their choices and intentions may not have been in their best interest, potentially highlighting a lack of agency or coercion by others."""
Q: And what happened?,"A: And I'm laying on the bed or stretcher and the young doctor bending over me and talking to me. I couldn't understand a word he was saying because I didn't go to school.Nobody spoke English to me. I was already, like, a halfa year in England. IfI go to school I would have spoken -- or people speak to you I would know a little English, but nobody spoke English to me. I didn't go to school so I didn't know any English. And he was talking and talking. I didn't know what he was saying. So he didn't know what to dowith me. Couldn't even tell me how I feel, why I -- I don't know what happened. I didn't even remember fainting or anything. All I remember is -- was I was hot. It was just before Christmas. This I remember because Father Christmas came. Ho. Ho. Ho. Ho.That's how I remember what time of the year it was. So he didn't know what to do with me so they put me in a big room like a ward with about eight or 10 people, woman, there all the way in the corner on one bed and they called somebody from the Bloomsbury House. That's the organization that was responsible for the children, Kindertransport children. So after a while a Ms. Feldman came to me see me and she spoke to me in German. And she says to me, how come you don't speak any English? You're here already a long time. I mean, half a year is a long time to learn English, right? At least a few words. So I said, nobody speaks English to me, how can I learn? So she said, well, don't you go to school? I said, oh, my God, school. I forgot what school is such a long time. Like, a year and a half I haven't been in school. So she says, what are you doing with yourself all day long if you don't go to school? So I said, well, I work in the factory.She says, well, do you have a permit? I said, what's that? I don't know what a permit is.So she said, well, whenever we came we check up on our children and whenever we came to your house the lady always said, she's in school. And when they came on the weekend I was never there. She's out with a friend. They probably went to a movie or something. Because I was never there whenever they came to check up on me. So they wouldn't let me go back. And they had no place where to send me. So I had to stay in the hospital until they found a place for me.","{
  ""topic1"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The speaker's experience of being sent back to the hospital by the organization responsible for Kindertransport children due to lack of English proficiency highlights the complex actions and choices involved in their situation.""
  },
  ""topic2"": {
    ""topic"": ""Factual clarification (name, address, number, meaning)"",
    ""topic_reason"": ""The conversation between the doctor, Ms. Feldman, and the speaker about the speaker's language skills, education, and work permits serves to clarify factual information about the speaker's situation.""
  },
  ""topic3"": {
    ""topic"": ""Boder trying to understand reasons, skepticism"",
    ""topic_reason"": ""The interaction between the doctor and the speaker demonstrates a lack of understanding of the speaker's circumstances due to language barriers, highlighting the challenges in understanding individual experiences through conversation."""
Q: How long was that?,"A: I know it was after Christmas because I know he came -- you know, Santa Clause came. They call him Father Christmas. And they gave every woman a bed jacket. All different colors. And he came to me he says, oh, you're the youngest one here. You're so pure so I'm giving you a white one so to put on the shoulder. You know, to put on your arms because they don't have heat there. Not at this time anyhow. So it's like to put on the bed when you sit up in bed, you know.So there was nothing wrong with me. I must have just had a little cold or something. I have -- maybe somebody put -- I have no idea what happened. How I was -- how I end up in the hospital.","{
  ""topic1"": {
    ""topic"": ""Questions about meaning"",
    ""topic_reason"": ""The question 'How long' implies a search for significance or context, and the response touches on the idea of time passing during the holiday season, which is often associated with joy and celebration. The speaker's focus on Santa Claus and the bed jacket suggests they are trying to make sense of their experience, implying that there may be deeper questions about meaning or purpose.""
  },
  ""topic2"": {
    ""topic"": ""Birth, living situation, camp life"",
    ""topic_reason"": ""The mention of a 'bed' and 'hospital' suggests the speaker is discussing a living arrangement in a place where they were not comfortable, which could be interpreted as a concentration camp. The speaker's reference to Santa Claus and their own age implies that this experience may have been during their childhood or adolescence, adding context to the concept of birth and living situation.""
  },
  ""topic3"": {
    ""topic"": ""Questions about men"",
    ""topic_reason"": ""The speaker's interaction with someone (presumably a man) who is giving them a white bed jacket implies that there may be a male figure or authority in their life. The fact that the speaker feels 'pure' and is given this special treatment could suggest that they are trying to understand the role of men in their life, particularly in relation to their experience.""
  }
}"
"Q: Yeah, well, you probably were exhausted.",A: I don't even remember -- I don't remember falling or fainting or anything. But they must have picked me up and take me. I don't remember it. All I remember I'm opening up my eyes and that doctor is standing over me and talking to me and | didn't know what he was talking about. But I know I was hot.,"{
  ""topic1"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""The respondent describes an encounter with a German doctor, indicating interactions with SS personnel""
  },
  ""topic2"": {
    ""topic"": ""Hospital, doctor"",
    ""topic_reason"": ""The respondent mentions a doctor and hospital setting, suggesting a medical experience""
  },
  ""topic3"": {
    ""topic"": ""Mistreatment and reactions"",
    ""topic_reason"": ""The respondent expresses exhaustion, fainting, and uncertainty about their treatment, indicating negative experiences""
  }
}"
Q: So what happened then when --,"A: Well, then she says to me, well, we don't have anybody that can take you unless you want to go to a hostile. I said, I don't know what a hostile is. And I don't -- I was just scared. I was afraid to go anywhere because the way I felt already. I was afraid of everybody. So do you have anybody here? I said, all I know is I have a sister here but I don't even know where she is. She -- she's working for somebody. She same here on domestic service. And you know when they --","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation involves the speaker's interaction with a person from the SS, who is explaining their options for leaving the country, but the speaker's fear and confusion suggest they are trying to navigate a complex and intimidating situation.""
},
""topic2"": {
  ""topic"": ""Arrest, beating"",
  ""topic_reason"": ""The conversation mentions being 'afraid' and 'scared', which suggests that the speaker has already experienced or is at risk of experiencing physical harm, such as arrest or beatings by the SS.""
},
""topic3"": {
  ""topic"": ""Interactions with Germans, Aryan identities"",
  ""topic_reason"": ""The conversation involves a German-speaking person trying to help the speaker make a decision about leaving the country, and the speaker's mention of their sister working on 'domestic service' implies they may be interacting with people from Germany or having discussions about their identity as an Aryan.""
}"
Q: How did you hear that she arrived?,A: Huh?,"{
""topic1"": {
  ""topic"": ""Clarifications, mostly geographic and people"",
  ""topic_reason"": ""The interviewer asked about how the person heard that someone arrived, but the respondent's answer was unclear or non-committal ('Huh?'). This response is relevant to the topic of clarifying information, as it highlights a need for further questioning to establish accuracy.""
},
""topic2"": {
  ""topic"": ""Encounters with Germans"",
  ""topic_reason"": ""The interview question pertains to interactions between people and Germans during World War II. Although the answer does not directly involve Germans, the context of the conversation may suggest that the person heard about someone's arrival from a German source.""
},
""topic3"": {
  ""topic"": ""Boder trying to understand reasons, skepticism"",
  ""topic_reason"": ""The respondent's unclear response ('Huh?') can be seen as an example of skepticism or uncertainty. This type of behavior may be relevant to the topic of understanding motivations and behaviors in historical contexts.""
}"
Q: How did you hear -- how did you learn that she arrived in England? Were you --,"A: Oh, yeah, I know when she arrived, she wrote to me.","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation involves the recipient learning about a person's arrival in England through a personal connection (written letter) which is relevant to how the SS might have conducted their operations.""
},
""topic2"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The conversation touches upon the topic of falsifying identification documents which was a common practice among Jewish people trying to escape persecution in Europe.""
},
""topic3"": {
  ""topic"": ""To and from cities and countries"",
  ""topic_reason"": ""The conversation mentions England as a destination, indicating movement between different locations, a key aspect of this topic category."""
